,unique_id,pair_id,sbj_id,wall_time,condition,block,rule_id,rule_num,trial,stimulus,choice,correct,points,reaction_time
0,2_16_2,16,2.0,27.7476596763,2_ND,training,01,1_B,1.0,10011,kill,0.0,0.0,2.0780259791
1,2_16_2,16,2.0,34.0917277979,2_ND,training,01,1_B,2.0,00010,ignore,1.0,100.0,3.57642306829
2,2_16_2,16,2.0,38.3420006971,2_ND,training,01,1_B,3.0,01010,ignore,0.0,0.0,1.70876820337
3,2_16_2,16,2.0,43.6079258387,2_ND,training,01,1_B,4.0,10000,kill,0.0,0.0,2.71841768953
4,2_16_2,16,2.0,48.7019632732,2_ND,training,01,1_B,5.0,10010,ignore,1.0,100.0,2.51529857165
5,2_16_2,16,2.0,53.0334359519,2_ND,training,01,1_B,6.0,11110,ignore,0.0,0.0,1.80612722871
6,2_16_2,16,2.0,58.502458864,2_ND,training,01,1_B,7.0,10111,kill,0.0,0.0,2.91945214072
7,2_16_2,16,2.0,66.2840729904,2_ND,training,01,1_B,8.0,11010,ignore,0.0,0.0,5.26376534814
8,2_16_2,16,2.0,70.2217550857,2_ND,training,01,1_B,9.0,11000,ignore,0.0,0.0,1.40432147547
9,2_16_2,16,2.0,73.6750822392,2_ND,training,01,1_B,10.0,01110,ignore,0.0,0.0,0.945619675182
10,2_16_2,16,2.0,77.6440072401,2_ND,training,01,1_B,11.0,00001,ignore,1.0,100.0,1.42939659203
11,2_16_2,16,2.0,81.5035619556,2_ND,training,01,1_B,12.0,01000,ignore,0.0,0.0,1.33017910152
12,2_16_2,16,2.0,84.7849431068,2_ND,training,01,1_B,13.0,00110,kill,0.0,0.0,0.718443142337
13,2_16_2,16,2.0,90.2227612925,2_ND,training,01,1_B,14.0,00100,ignore,1.0,100.0,2.88685366814
14,2_16_2,16,2.0,95.9261663439,2_ND,training,01,1_B,15.0,01100,kill,1.0,200.0,3.1588168716
15,2_16_2,16,2.0,100.129483337,2_ND,training,01,1_B,16.0,00111,ignore,1.0,300.0,1.64758294843
16,2_16_2,16,2.0,103.692140544,2_ND,training,01,1_B,17.0,10101,kill,0.0,200.0,1.02612073414
17,2_16_2,16,2.0,107.098548328,2_ND,training,01,1_B,18.0,11101,ignore,0.0,100.0,0.894551909556
18,2_16_2,16,2.0,110.645578745,2_ND,training,01,1_B,19.0,10110,ignore,1.0,200.0,1.00099553303
19,2_16_2,16,2.0,117.70843198,2_ND,training,01,1_B,20.0,00011,kill,0.0,100.0,4.54596755753
20,2_16_2,16,2.0,123.255632356,2_ND,training,01,1_B,21.0,10100,kill,0.0,0.0,3.03286285332
21,2_16_2,16,2.0,126.740172036,2_ND,training,01,1_B,22.0,11001,ignore,0.0,0.0,0.950446676172
22,2_16_2,16,2.0,130.224673537,2_ND,training,01,1_B,23.0,00101,ignore,1.0,100.0,0.953073241264
23,2_16_2,16,2.0,134.693652522,2_ND,training,01,1_B,24.0,11111,kill,0.0,0.0,1.94932839494
